DateTime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,sub_metering_remainder,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU
2007-01-11,1.5661069444444444,0.1597361111111111,241.1556875,6.658333333333333,1378.0,2170.0,12415.0,21623.566666666666,2.836,10.2,0.6,0.0,0.0
2007-01-12,1.014788888888889,0.13829166666666665,241.53820833333336,4.309166666666666,0.0,439.0,8276.0,15639.933333333332,2.836,10.2,0.6,0.0,0.0
2007-01-13,2.2130652777777775,0.2019,239.28361111111113,9.453055555555554,7806.0,2975.0,11341.0,30991.566666666666,2.836,10.2,0.6,0.0,0.0
2007-01-14,2.090998611111111,0.15793888888888888,238.81801388888888,8.971666666666668,1777.0,4215.0,12991.0,31200.966666666667,2.836,10.2,0.6,0.0,0.0
2007-01-15,1.4921375,0.12143055555555557,241.2409097222222,6.261527777777778,1099.0,2239.0,15163.0,17310.3,2.836,10.2,0.6,0.0,0.0
2007-01-16,1.1711138888888888,0.12876944444444444,241.94475694444446,4.975972222222222,2063.0,644.0,6583.0,18816.733333333334,2.836,10.2,0.6,0.0,0.0
2007-01-17,1.977561111111111,0.13941111111111112,241.00525,8.283888888888889,3500.0,5737.0,16064.0,22160.466666666667,2.836,10.2,0.6,0.0,0.0
2007-01-18,1.2649041666666667,0.12341111111111111,240.89359722222224,5.3425,0.0,336.0,13491.0,16530.7,2.836,10.2,0.6,0.0,0.0
2007-01-19,1.0280833333333335,0.11809166666666666,240.16094444444445,4.37625,2103.0,330.0,7172.0,15069.0,2.836,10.2,0.6,0.0,0.0
2007-01-20,2.1762027777777777,0.16552916666666667,238.8674722222222,9.348055555555556,4324.0,5222.0,11440.0,31242.866666666665,2.836,10.2,0.6,0.0,0.0
2007-01-21,2.366154166666667,0.15953888888888887,238.96811805555558,10.190694444444444,10346.0,5567.0,11599.0,29275.7,2.836,10.2,0.6,0.0,0.0
2007-01-22,1.5142319444444445,0.1171125,241.60313194444444,6.355277777777778,1054.0,2983.0,11361.0,20943.566666666666,2.836,10.2,0.6,0.0,0.0
2007-01-23,1.2344722222222222,0.09602777777777778,242.76255555555556,5.260833333333333,0.0,1064.0,5061.0,23502.333333333332,2.836,10.2,0.6,0.0,0.0
2007-01-24,2.074898611111111,0.12365277777777778,241.45769444444446,8.733611111111111,3464.0,2480.0,11744.0,32109.566666666666,2.836,10.2,0.6,0.0,0.0
2007-01-25,1.1085722222222223,0.10011111111111111,243.42436111111112,4.629305555555556,1158.0,262.0,11239.0,13946.733333333334,2.836,10.2,0.6,0.0,0.0
2007-01-26,1.1235916666666665,0.09923749999999999,242.77179166666667,4.721388888888889,1163.0,261.0,8238.0,17304.2,2.836,10.2,0.6,0.0,0.0
2007-01-27,1.4194944444444444,0.10294583333333332,241.61656944444442,5.949861111111111,1170.0,3896.0,12374.0,16627.866666666665,2.836,10.2,0.6,0.0,0.0
2007-01-28,2.1474652777777776,0.10667083333333333,240.30211805555555,9.133611111111112,3466.0,3997.0,12062.0,32014.166666666668,2.836,10.2,0.6,0.0,0.0
2007-01-29,1.37685,0.11506666666666666,240.9295972222222,5.788888888888889,1123.0,294.0,15254.0,16373.4,2.836,10.2,0.6,0.0,0.0
2007-01-30,1.1859708333333334,0.1256486111111111,241.84087499999998,5.028194444444445,1123.0,1424.0,8149.0,17767.3,2.836,10.2,0.6,0.0,0.0
2007-01-31,1.6414944444444444,0.12915833333333332,239.92113194444443,6.923611111111111,0.0,5950.0,15052.0,18393.866666666665,2.836,10.2,0.6,0.0,0.0
2007-02-01,1.2671944444444445,0.10435000000000001,240.3921388888889,5.3325000000000005,1170.0,386.0,13145.0,15711.666666666666,8.4117,13.333,6.5,3.0,0.0
2007-02-02,1.15815,0.09690416666666667,240.3343888888889,4.870833333333334,0.0,356.0,11338.0,16101.6,8.4117,13.333,6.5,3.0,0.0
2007-02-03,2.7984180555555556,0.17071111111111112,238.91019444444444,11.815972222222221,4746.0,4573.0,17834.0,40009.03333333333,8.4117,13.333,6.5,3.0,0.0
2007-02-04,2.4971805555555555,0.12950972222222223,239.63333333333333,10.565416666666668,3391.0,4597.0,14472.0,37472.333333333336,8.4117,13.333,6.5,3.0,0.0
2007-02-05,1.1425555555555555,0.10224166666666668,240.81031249999998,4.820416666666667,896.0,2564.0,7849.0,16112.333333333334,8.4117,13.333,6.5,3.0,0.0
2007-02-06,0.8843611111111112,0.09900416666666667,241.26415972222225,3.7719444444444448,1185.0,405.0,4517.0,15117.666666666666,8.4117,13.333,6.5,3.0,0.0
2007-02-07,1.6166791666666667,0.12340833333333333,241.14969444444444,6.791666666666667,3299.0,3513.0,11986.0,20002.3,8.4117,13.333,6.5,3.0,0.0
2007-02-08,1.2509819444444443,0.09645555555555554,241.79730555555554,5.248333333333334,2226.0,366.0,10157.0,17274.566666666666,8.4117,13.333,6.5,3.0,0.0
2007-02-09,1.1251375000000001,0.10976805555555556,241.74044444444445,4.727222222222222,0.0,3045.0,9770.0,14188.3,8.4117,13.333,6.5,3.0,0.0
2007-02-10,1.964811111111111,0.1340097222222222,240.0368263888889,8.303749999999999,5071.0,2831.0,14405.0,24848.466666666667,8.4117,13.333,6.5,3.0,0.0
2007-02-11,2.4800194444444443,0.1418847222222222,239.5061458333333,10.526805555555557,2430.0,4765.0,13114.0,39211.46666666667,8.4117,13.333,6.5,3.0,0.0
2007-02-12,1.3038958333333333,0.09493333333333334,240.09850000000003,5.503472222222222,2227.0,399.0,11517.0,17150.5,8.4117,13.333,6.5,3.0,0.0
2007-02-13,0.9823236111111111,0.09352638888888888,241.16685416666667,4.14375,0.0,2828.0,6256.0,14491.766666666666,8.4117,13.333,6.5,3.0,0.0
2007-02-14,1.735188888888889,0.14062916666666667,240.3753888888889,7.315138888888888,3295.0,3793.0,11579.0,22977.533333333333,8.4117,13.333,6.5,3.0,0.0
2007-02-15,1.3787125,0.11525277777777777,240.66922222222223,5.820277777777778,0.0,2363.0,14028.0,16698.1,8.4117,13.333,6.5,3.0,0.0
2007-02-16,1.182311111111111,0.1053375,240.82094444444442,5.0465277777777775,1148.0,859.0,8689.0,17679.466666666667,8.4117,13.333,6.5,3.0,0.0
2007-02-17,1.4423,0.16595,239.31603472222224,6.129166666666666,1765.0,2226.0,7157.0,23467.2,8.4117,13.333,6.5,3.0,0.0
2007-02-18,2.6595569444444447,0.17744583333333333,239.17080555555557,11.238888888888889,6107.0,8003.0,13129.0,36590.36666666667,8.4117,13.333,6.5,3.0,0.0
2007-02-19,1.5184819444444444,0.12262777777777778,239.78958333333333,6.442222222222222,1634.0,2900.0,13085.0,18824.566666666666,8.4117,13.333,6.5,3.0,0.0
2007-02-20,2.18745,0.1299708333333333,239.86544444444445,9.168472222222222,2058.0,5191.0,9713.0,35536.8,8.4117,13.333,6.5,3.0,0.0
2007-02-21,1.4394958333333332,0.13185416666666666,240.46096527777777,6.0744444444444445,3527.0,2332.0,11548.0,17140.9,8.4117,13.333,6.5,3.0,0.0
2007-02-22,2.3441458333333336,0.09588472222222223,238.62020138888892,9.87486111111111,1409.0,4129.0,12285.0,38436.5,8.4117,13.333,6.5,3.0,0.0
2007-02-23,0.9121388888888889,0.1037111111111111,240.68596527777777,3.825416666666667,0.0,503.0,10786.0,10602.333333333334,8.4117,13.333,6.5,3.0,0.0
2007-02-24,0.4964736111111111,0.0848625,239.86310416666666,2.0858333333333334,0.0,363.0,3562.0,7990.366666666667,8.4117,13.333,6.5,3.0,0.0
2007-02-25,0.3484305555555556,0.07898333333333334,241.6815486111111,1.462222222222222,0.0,329.0,1660.0,6373.333333333333,8.4117,13.333,6.5,3.0,0.0
2007-02-26,0.3947805555555556,0.07519444444444444,241.27359027777777,1.658888888888889,0.0,331.0,2830.0,6313.733333333334,8.4117,13.333,6.5,3.0,0.0
2007-02-27,0.35979999999999995,0.07861388888888889,242.94427083333332,1.5245833333333334,0.0,314.0,1924.0,6397.2,8.4117,13.333,6.5,3.0,0.0
2007-02-28,0.36164861111111113,0.07873055555555555,242.15959027777777,1.5284722222222222,0.0,340.0,1973.0,6366.566666666667,8.4117,13.333,6.5,3.0,0.0
2007-03-01,0.3594194444444444,0.07474166666666666,241.3214027777778,1.508888888888889,0.0,316.0,1980.0,6330.066666666667,4.3217,12.833,2.667,0.0,0.0
2007-03-02,0.35811666666666664,0.0743111111111111,240.59159722222225,1.5068055555555557,0.0,340.0,1969.0,6285.8,4.3217,12.833,2.667,0.0,0.0
2007-03-03,0.5688347222222222,0.09374444444444444,241.28808333333336,2.401111111111111,0.0,347.0,4597.0,8708.033333333333,4.3217,12.833,2.667,0.0,0.0
2007-03-04,1.4518749999999998,0.12200138888888888,240.0297986111111,6.158194444444444,1476.0,8711.0,9408.0,15250.0,4.3217,12.833,2.667,0.0,0.0
2007-03-05,1.8474527777777776,0.14302499999999999,240.03090972222222,7.840277777777778,5727.0,12109.0,10026.0,16476.866666666665,4.3217,12.833,2.667,0.0,0.0
2007-03-06,0.865625,0.12926944444444444,240.98806944444445,3.6956944444444444,0.0,1740.0,4700.0,14335.0,4.3217,12.833,2.667,0.0,0.0
2007-03-07,1.6494486111111113,0.11888888888888888,240.3235625,6.935,1076.0,4761.0,15513.0,18236.766666666666,4.3217,12.833,2.667,0.0,0.0
2007-03-08,1.0917583333333334,0.13014166666666666,240.66542361111112,4.665138888888889,2180.0,3385.0,6655.0,13982.2,4.3217,12.833,2.667,0.0,0.0
2007-03-09,0.8837583333333334,0.08280416666666666,240.88846527777778,3.73125,1093.0,345.0,8631.0,11141.2,4.3217,12.833,2.667,0.0,0.0
2007-03-10,1.7254944444444444,0.16911666666666667,239.80283333333335,7.341944444444445,4130.0,5422.0,10979.0,20880.866666666665,4.3217,12.833,2.667,0.0,0.0
2007-03-11,2.417108333333333,0.12039861111111111,240.00729166666667,10.121527777777779,4810.0,3420.0,9500.0,40280.6,4.3217,12.833,2.667,0.0,0.0
2007-03-12,1.3546305555555556,0.0933486111111111,240.55871527777776,5.728472222222222,1403.0,2841.0,12353.0,15914.133333333333,4.3217,12.833,2.667,0.0,0.0
2007-03-13,0.8959333333333334,0.08799861111111111,240.89796527777779,3.8056944444444443,1350.0,3859.0,5323.0,10970.4,4.3217,12.833,2.667,0.0,0.0
2007-03-14,1.2453916666666667,0.10939027777777777,240.77729166666666,5.2675,3485.0,480.0,8607.0,17317.4,4.3217,12.833,2.667,0.0,0.0
2007-03-15,1.3088986111111112,0.11064305555555555,240.28049305555552,5.523194444444444,0.0,3263.0,11036.0,17114.566666666666,4.3217,12.833,2.667,0.0,0.0
2007-03-16,1.1819819444444446,0.09042222222222222,239.52713194444445,4.992361111111111,1106.0,4604.0,5370.0,17287.566666666666,4.3217,12.833,2.667,0.0,0.0
2007-03-17,1.4083958333333333,0.08824166666666666,238.22465277777778,5.946111111111111,2208.0,359.0,12275.0,18959.5,4.3217,12.833,2.667,0.0,0.0
2007-03-18,1.6465597222222221,0.1676736111111111,241.04781944444443,7.007916666666667,6564.0,7369.0,5856.0,19728.433333333334,4.3217,12.833,2.667,0.0,0.0
2007-03-19,1.4948041666666667,0.10053055555555557,240.49709027777777,6.281944444444444,1648.0,2686.0,14118.0,17423.3,4.3217,12.833,2.667,0.0,0.0
2007-03-20,1.4487694444444446,0.11449305555555556,240.8156388888889,6.151249999999999,3745.0,2837.0,11255.0,16933.466666666667,4.3217,12.833,2.667,0.0,0.0
2007-03-21,1.487563888888889,0.09918750000000001,240.98664583333334,6.237222222222223,1865.0,4133.0,12335.0,17368.533333333333,4.3217,12.833,2.667,0.0,0.0
2007-03-22,1.010401388888889,0.07904583333333333,241.76352777777777,4.223055555555556,353.0,736.0,10462.0,12698.633333333333,4.3217,12.833,2.667,0.0,0.0
2007-03-23,0.9090333333333334,0.08297777777777778,241.64547916666666,3.80375,1127.0,777.0,8369.0,11543.8,4.3217,12.833,2.667,0.0,0.0
2007-03-24,2.0614097222222223,0.13265555555555555,239.70447222222222,8.703333333333333,3707.0,5797.0,16382.0,23587.833333333332,4.3217,12.833,2.667,0.0,0.0
2007-03-25,2.3170180555555553,0.16395833333333332,240.0347986111111,9.716666666666667,4630.0,3600.0,9358.0,38020.433333333334,4.3217,12.833,2.667,0.0,0.0
2007-03-26,0.9833902777777779,0.11178194444444445,241.3368125,4.183055555555556,1088.0,344.0,9096.0,13073.366666666667,4.3217,12.833,2.667,0.0,0.0
2007-03-27,0.7674583333333334,0.10536527777777778,240.60197916666664,3.296527777777778,0.0,3019.0,3697.0,11703.0,4.3217,12.833,2.667,0.0,0.0
2007-03-28,1.6207625,0.13647083333333335,240.4446111111111,6.854583333333333,1122.0,8527.0,13888.0,15361.3,4.3217,12.833,2.667,0.0,0.0
2007-03-29,1.1044486111111111,0.13798333333333332,240.5366875,4.676805555555556,1162.0,460.0,10724.0,14160.766666666666,4.3217,12.833,2.667,0.0,0.0
2007-03-30,0.9738847222222222,0.12578333333333333,241.03922916666667,4.189583333333333,1094.0,468.0,8217.0,13594.233333333334,4.3217,12.833,2.667,0.0,0.0
2007-03-31,2.4371597222222223,0.16076666666666667,239.26077083333334,10.264722222222222,2620.0,7707.0,17682.0,30482.833333333332,4.3217,12.833,2.667,0.0,0.0
2007-04-01,1.9346888888888887,0.1406611111111111,240.02448611111112,8.149444444444445,4629.0,5401.0,19509.0,16893.533333333333,1.0567,1.0,0.833,0.667,0.0
2007-04-02,1.3616513888888888,0.12106666666666667,240.46011805555557,5.71263888888889,1755.0,970.0,16641.0,13313.633333333333,1.0567,1.0,0.833,0.667,0.0
2007-04-03,1.1408472222222221,0.11719444444444443,240.50495833333335,4.84625,3630.0,1042.0,7637.0,15071.333333333334,1.0567,1.0,0.833,0.667,0.0
2007-04-04,1.4249083333333332,0.11966527777777779,240.33178472222224,5.98625,3434.0,420.0,14748.0,15595.8,1.0567,1.0,0.833,0.667,0.0
2007-04-05,1.2806097222222221,0.16981805555555557,241.1731041666667,5.491527777777778,1086.0,4277.0,10523.0,14848.633333333333,1.0567,1.0,0.833,0.667,0.0
2007-04-06,1.111902777777778,0.09945416666666666,241.18445138888887,4.688611111111111,0.0,5466.0,9166.0,12053.666666666666,1.0567,1.0,0.833,0.667,0.0
2007-04-07,1.079113888888889,0.09634027777777777,240.37859027777776,4.564583333333333,1127.0,3111.0,5923.0,15737.733333333334,1.0567,1.0,0.833,0.667,0.0
2007-04-08,1.1172333333333333,0.0943625,240.34918055555556,4.719861111111111,0.0,485.0,3545.0,22783.6,1.0567,1.0,0.833,0.667,0.0
2007-04-09,0.6950833333333333,0.1111875,240.55048611111113,2.974583333333333,2667.0,514.0,3801.0,9700.0,1.0567,1.0,0.833,0.667,0.0
2007-04-10,0.5398361111111112,0.10343055555555555,240.8137013888889,2.347361111111111,209.0,742.0,2572.0,9433.066666666668,1.0567,1.0,0.833,0.667,0.0
2007-04-11,0.6163069444444444,0.13364305555555556,241.1548263888889,2.61875,0.0,1112.0,6421.0,7258.366666666667,1.0567,1.0,0.833,0.667,0.0
2007-04-12,0.37340694444444444,0.10264722222222224,240.25606249999998,1.5979166666666667,0.0,541.0,1818.0,6602.766666666666,1.0567,1.0,0.833,0.667,0.0
2007-04-13,0.3826541666666667,0.10530555555555554,240.05048611111113,1.6433333333333333,0.0,558.0,1988.0,6637.7,1.0567,1.0,0.833,0.667,0.0
2007-04-14,0.38490833333333335,0.1080625,240.31314583333332,1.6513888888888888,0.0,578.0,2008.0,6651.8,1.0567,1.0,0.833,0.667,0.0
2007-04-15,0.5042805555555555,0.11912777777777779,240.23668750000002,2.1865277777777776,0.0,1026.0,2893.0,8183.733333333334,1.0567,1.0,0.833,0.667,0.0
2007-04-16,0.6613819444444444,0.12921805555555557,240.6571388888889,2.8724999999999996,952.0,1305.0,4656.0,8960.166666666666,1.0567,1.0,0.833,0.667,0.0
2007-04-17,0.8498152777777778,0.15163472222222224,240.19566666666668,3.6908333333333334,1532.0,389.0,6199.0,12275.566666666668,1.0567,1.0,0.833,0.667,0.0
2007-04-18,0.6932263888888889,0.11473888888888888,240.14677777777777,2.9954166666666664,1579.0,355.0,3430.0,11273.433333333332,1.0567,1.0,0.833,0.667,0.0
2007-04-19,0.7143458333333332,0.10393055555555555,240.42984027777777,3.055833333333333,733.0,1605.0,5748.0,9058.3,1.0567,1.0,0.833,0.667,0.0
2007-04-20,0.5712361111111112,0.10114305555555557,240.13289583333332,2.494861111111111,1069.0,360.0,3499.0,8781.666666666666,1.0567,1.0,0.833,0.667,0.0
2007-04-21,1.162261111111111,0.14767916666666667,239.21323611111112,5.035694444444444,6575.0,463.0,11129.0,9727.266666666666,1.0567,1.0,0.833,0.667,0.0
2007-04-22,1.5511902777777777,0.1855513888888889,239.60888194444442,6.688472222222222,4264.0,2287.0,11102.0,19575.566666666666,1.0567,1.0,0.833,0.667,0.0
2007-04-23,0.7323375,0.09419444444444444,237.23564583333334,3.264166666666666,1402.0,506.0,6005.0,9663.1,1.0567,1.0,0.833,0.667,0.0
2007-04-24,0.716736111111111,0.09393333333333334,235.3449236111111,3.1448611111111116,1125.0,527.0,6680.0,8869.666666666666,1.0567,1.0,0.833,0.667,0.0
2007-04-25,0.8778902777777778,0.11439999999999999,234.94111111111113,3.858055555555556,0.0,1469.0,8812.0,10788.366666666667,1.0567,1.0,0.833,0.667,0.0
2007-04-26,0.8857402777777778,0.11361527777777777,234.7872986111111,3.92375,1324.0,1845.0,7163.0,10925.766666666666,1.0567,1.0,0.833,0.667,0.0
2007-04-27,0.7599527777777778,0.11245,235.21616666666668,3.3125,1772.0,545.0,4756.0,11165.866666666667,1.0567,1.0,0.833,0.667,0.0
2007-04-28,0.5006152777777777,0.2069527777777778,236.20713194444446,2.235555555555556,0.0,18.0,0.0,11996.766666666666,1.0567,1.0,0.833,0.667,0.0
2007-04-29,0.492,0.208,236.24000000000004,2.2,0.0,0.0,0.0,11807.999999999998,1.0567,1.0,0.833,0.667,0.0
2007-04-30,0.5874375,0.17460416666666664,235.69201388888888,2.6156944444444448,1214.0,500.0,1131.0,11253.5,1.0567,1.0,0.833,0.667,0.0
2007-05-01,1.1554569444444445,0.12611666666666668,234.6787013888889,5.073333333333333,4005.0,995.0,8546.0,14184.966666666667,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-02,0.6968652777777777,0.11117500000000001,235.58207638888888,3.1415277777777777,7.0,1490.0,3754.0,11473.766666666666,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-03,0.7571097222222223,0.10482083333333334,235.1348888888889,3.307638888888889,1906.0,1725.0,7836.0,6703.633333333333,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-04,0.6931444444444445,0.12134722222222223,235.71019444444443,3.0780555555555553,2259.0,538.0,3990.0,9848.466666666667,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-05,1.0854527777777778,0.12090416666666667,235.03502083333333,4.736111111111111,2913.0,2493.0,11303.0,9341.866666666667,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-06,1.4597944444444444,0.12662222222222222,234.4096527777778,6.409027777777778,3215.0,949.0,10095.0,20776.066666666666,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-07,1.1414333333333333,0.11730416666666667,234.5369722222222,4.980972222222222,946.0,4935.0,9433.0,12080.4,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-08,1.2425638888888888,0.12611944444444445,234.9062361111111,5.356388888888889,4581.0,2011.0,8777.0,14452.533333333333,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-09,1.1567611111111111,0.12741944444444445,234.8737222222222,5.056111111111111,3018.0,5631.0,9474.0,9639.266666666666,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-10,0.4915861111111111,0.11688472222222222,235.79625694444442,2.2068055555555555,946.0,534.0,3261.0,7057.066666666667,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-11,0.6799680555555555,0.09173333333333333,235.22975694444443,3.027638888888889,926.0,491.0,6471.0,8431.233333333334,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-12,1.0010875000000001,0.14525833333333332,234.72290277777776,4.360555555555555,2247.0,1075.0,10408.0,10296.1,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-13,1.1352347222222223,0.15324305555555554,235.7087083333333,4.969166666666667,3612.0,2414.0,8958.0,12261.633333333333,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-14,1.0192930555555555,0.2073277777777778,235.69006944444445,4.574166666666667,3176.0,2417.0,5517.0,13353.033333333333,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-15,0.62805,0.07720972222222222,235.61199305555556,2.7333333333333334,0.0,408.0,5318.0,9347.2,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-16,1.1756555555555555,0.09437083333333333,235.26081250000001,5.071805555555556,2213.0,5756.0,9077.0,11169.733333333334,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-17,0.8554277777777778,0.09110277777777777,235.86845833333334,3.720972222222222,1014.0,2073.0,7687.0,9756.266666666666,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-18,1.1330069444444444,0.11892916666666667,235.9945972222222,4.876666666666666,3270.0,3913.0,8116.0,11893.166666666666,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-19,0.9926680555555556,0.11656805555555556,234.94472222222223,4.319305555555555,4683.0,530.0,7022.0,11589.033333333333,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-20,1.3668944444444444,0.13023055555555557,235.34811805555555,5.941527777777777,5420.0,1733.0,7611.0,18041.466666666667,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-21,0.7778208333333333,0.08144444444444444,234.6919097222222,3.338611111111111,0.0,468.0,9060.0,9139.7,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-22,0.7867027777777779,0.089525,235.48057638888892,3.3998611111111114,931.0,3966.0,3984.0,9999.866666666667,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-23,1.0173166666666666,0.11519305555555555,234.81249305555554,4.3975,956.0,3792.0,8119.0,11548.6,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-24,0.8016583333333333,0.0941388888888889,235.5460625,3.462083333333333,955.0,4116.0,4746.0,9422.8,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-25,1.1209861111111112,0.12124166666666666,234.44720138888886,4.863472222222222,8060.0,586.0,6539.0,11718.666666666666,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-26,1.0501722222222223,0.12100000000000001,235.0698888888889,4.562777777777778,2373.0,2754.0,8628.0,11449.133333333333,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-27,1.4957,0.15270416666666667,234.90843750000002,6.5065277777777775,4366.0,5534.0,10444.0,15552.8,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-28,1.1371305555555555,0.10493055555555555,234.90657638888888,4.921944444444445,4554.0,473.0,9586.0,12678.133333333333,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-29,0.7370416666666666,0.07864166666666667,235.6943472222222,3.2072222222222218,0.0,1907.0,4332.0,11450.0,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-30,1.1179625,0.10212361111111111,234.83139583333335,4.8284722222222225,2250.0,5948.0,7804.0,10829.1,8.136700000000001,13.0,6.667,2.333,0.0
2007-05-31,0.6517708333333333,0.08999027777777778,235.09652777777777,2.7918055555555554,935.0,477.0,3552.0,10678.5,8.136700000000001,13.0,6.667,2.333,0.0
